name,kind,extension,risk,severity,suspicion,already_documented,evidence
ssl.allow_blocking (stream context option),constant,openssl,lifecycle,low,"TLS contexts requesting blocking mode cannot be intercepted, so the fiber build refuses the connect with a warning instead of silently blocking.",yes,fiber_errors.md (TLS refusals); patches/0007-fiber-tls-nonblocking-transports.patch
pcntl_sigprocmask,function,pcntl,shared-state,low,"Process-wide signal mask change; disabled by the fiber pool (also pcntl_sigwaitinfo, pcntl_sigtimedwait which would also block).",yes,fiber_errors.md (pcntl block list)
Phar::__construct / phar:// wrapper,method,phar,blocking,low,Reading and extracting archive entries is synchronous plain-file I/O on the process.,yes,fiber_async_io.md (plain files); ext/phar/stream.c
posix_mkfifo,function,posix,blocking,low,Opening the created FIFO with fopen() blocks the process until the other end appears.,no,ext/posix/posix.c:607
mt_rand,function,random,shared-state,low,"Consumes the process-wide global Mt19937 stream, so sequences interleave across requests and a seed set by another request applies.",no,ext/random/random.c:517
rand,function,random,shared-state,low,Same process-wide global engine as mt_rand.,no,ext/random/random.c:555
readline,function,readline,blocking,low,Blocks on the shared process stdin until a line arrives.,no,ext/readline/readline.c:122
ReflectionFunction::getStaticVariables,method,reflection,shared-state,low,Returns the function's process-wide static variables as last set by any request.,no,ext/reflection/php_reflection.c (getStaticVariables); Zend/zend_vm_def.h:9250
session.auto_start,ini,session,lifecycle,low,"Auto-start would open the session in a per-process RINIT before the per-request session swap, so the fiber pool refuses it.",yes,session-lock-arbiter-report.md lines 119-215
session_regenerate_id (files save handler),function,session,blocking,low,Creates and unlinks session files with blocking plain-file syscalls; the new file is opened with the same blocking flock.,yes,session-lock-arbiter-report.md; ext/session/mod_files.c:149-207; ext/session/session.c:2345
session_write_close (files save handler),function,session,blocking,low,Writes the session file with blocking plain-file I/O and releases the flock.,yes,session-lock-arbiter-report.md; ext/session/mod_files.c:142
simplexml_load_file,function,simplexml,blocking,low,Local file parsing uses synchronous I/O on the process.,yes,fiber_async_io.md (plain files); ext/simplexml/simplexml.c
soap.wsdl_cache_enabled,ini,soap,shared-state,low,"Process-wide SOAP_GLOBAL(cache_enabled) toggles WSDL caching for every request (also soap.wsdl_cache_dir, soap.wsdl_cache_ttl, soap.wsdl_cache_limit).",no,ext/soap/soap.c:405-409
SoapClient::__construct (file WSDL),method,soap,blocking,low,Parsing a WSDL from a local path uses synchronous file I/O; the disk WSDL cache in soap.wsdl_cache_dir is also read/written synchronously.,yes,fiber_async_io.md (plain files); ext/soap/php_sdl.c
DirectoryIterator::__construct,method,spl,blocking,low,"opendir/readdir are synchronous on the process (also FilesystemIterator, RecursiveDirectoryIterator, GlobIterator).",yes,fiber_async_io.md (plain files); ext/spl/spl_directory.c
spl_autoload_extensions,function,spl,shared-state,low,"Sets SPL_G(autoload_extensions), a process-wide module global used by spl_autoload() for every other request.",no,ext/spl/php_spl.c (SPL_G(autoload_extensions)); reasoning
spl_autoload_functions,function,spl,shared-state,low,"Returns the process-wide autoloader list, including callables registered by other in-flight requests.",no,ext/spl/php_spl.c:462; Zend/zend_autoload.c:26
SplFileObject::__construct,method,spl,blocking,low,"Plain-file stream; fgets/fwrite/fgetcsv are synchronous on the process, while SplFileObject::flock is intercepted via php_stream_lock().",yes,fiber_async_io.md (plain files); flock-streams-spike-report.md; ext/spl/spl_directory.c
SplTempFileObject::__construct,method,spl,blocking,low,Beyond the memory threshold php://temp spills to a plain temporary file with synchronous I/O.,yes,fiber_async_io.md (plain files); main/streams/memory.c
SQLite3::exec,method,sqlite3,blocking,low,"Synchronous disk I/O on the process (also SQLite3::query, SQLite3Stmt::execute); fast on local disk unless busyTimeout is set.",yes,fiber_async_io.md (plain files); ext/sqlite3/sqlite3.c
array_rand,function,standard,shared-state,low,Draws from the process-wide global random engine seeded by any request's mt_srand().,no,ext/standard/array.c:6532
assert.exception,ini,standard,shared-state,low,Process-wide ASSERTG(exception) changes assert() failure behaviour for every request.,no,ext/standard/assert.c:55-114
assert.warning,ini,standard,shared-state,low,Process-wide ASSERTG(warning) changes assert() failure behaviour for every request.,no,ext/standard/assert.c:122
auto_detect_line_endings,ini,standard,shared-state,low,Process-wide FG(auto_detect_line_endings) changes fgets() line splitting for every request's streams.,no,ext/standard/file.c:149; main/streams/streams.c:191
closelog,function,standard,shared-state,low,Closes the process-wide syslog connection another request opened with openlog().,no,ext/standard/syslog.c:79
copy,function,standard,blocking,low,Synchronous read/write copy of a plain file blocks the process for the whole copy.,yes,fiber_async_io.md (plain files)
display_startup_errors,ini,standard,shared-state,low,"Process-wide PG(display_startup_errors) flag; startup already happened once per process, so a runtime change only affects other requests cosmetically.",no,main/main.c:804
docref_ext,ini,standard,shared-state,low,Process-wide PG(docref_ext) changes the manual links in every request's error messages.,no,main/main.c:809
docref_root,ini,standard,shared-state,low,Process-wide PG(docref_root) changes the manual links in every request's error messages.,no,main/main.c:808
error_append_string,ini,standard,shared-state,low,Process-wide PG(error_append_string) is appended to every request's displayed errors.,no,main/main.c:860
error_include_args,ini,standard,shared-state,low,Process-wide flag deciding whether other requests' error backtraces include argument values.,no,main/main.c:806
error_log,function,standard,shared-state,low,Message type 0 goes to the process-wide PG(error_log) destination another request may have redirected.,no,main/main.c:840; ext/standard/basic_functions.c (PHP_FUNCTION(error_log))
error_log_mode,ini,standard,shared-state,low,Process-wide PG(error_log_mode) decides the mode of the error log file created for any request.,no,main/main.c:841
error_prepend_string,ini,standard,shared-state,low,Process-wide PG(error_prepend_string) is prepended to every request's displayed errors.,no,main/main.c:859
file,function,standard,blocking,low,Synchronous plain-file read blocks the process.,yes,fiber_async_io.md (plain files)
file_get_contents (plain files),function,standard,blocking,low,"Plain-file reads go through the unintercepted plain wrapper and block the process for the duration of the read (microseconds on local disk, indefinitely on NFS/FIFO).",yes,fiber_async_io.md (plain files); main/streams/plain_wrapper.c
file_put_contents (plain files),function,standard,blocking,low,Blocking plain-file write; the LOCK_EX flag itself is intercepted via php_stream_lock().,yes,fiber_async_io.md (plain files); ext/standard/file.c:490
flock,function,standard,blocking,low,Intercepted at php_stream_lock() so contention yields instead of blocking; only relevant for streams that bypass php_stream_lock.,yes,flock-streams-spike-report.md; ext/standard/file.c:197
fopen / fread / fwrite / fgets (plain files),function,standard,blocking,low,Plain wrapper I/O is synchronous read(2)/write(2) on the process; large files or slow filesystems stall all requests.,yes,fiber_async_io.md (plain files); main/streams/plain_wrapper.c
from,ini,standard,shared-state,low,Process-wide FG(from_address) added as From: header to other requests' http:// wrapper calls.,no,ext/standard/file.c:147; ext/standard/http_fopen_wrapper.c:799
getmyuid,function,standard,shared-state,low,BG(page_uid) is cached once per process from the first script's stat; wrong only for pools serving scripts with different owners.,no,ext/standard/pageinfo.c (php_statpage caches BG(page_uid)); ext/standard/basic_functions.c:402
getrusage,function,standard,shared-state,low,"Reports CPU time of the whole process (all in-flight requests), not of this request.",no,ext/standard/microtime.c:97
highlight_file,function,standard,blocking,low,"Synchronous plain-file read (also show_source, php_strip_whitespace) on the process.",yes,fiber_async_io.md (plain files); ext/standard/basic_functions.c:1749
html_errors,ini,standard,shared-state,low,Process-wide PG(html_errors) changes the formatting of every other request's error output.,no,main/main.c:810
ignore_repeated_errors,ini,standard,shared-state,low,Process-wide PG(ignore_repeated_errors) plus the shared PG(last_error_*) fields decide whether another request's identical error is suppressed.,no,main/main.c:817
ignore_repeated_source,ini,standard,shared-state,low,Process-wide PG(ignore_repeated_source) affects repeated-error suppression for every request.,no,main/main.c:818
implicit_flush,ini,standard,shared-state,low,Process-wide PG(implicit_flush) is read at request start for other requests' output layer setup.,no,main/main.c:815; sapi/fpmng/fpm/fpm_pool_coop.c (PG(implicit_flush) at request start)
input_encoding,ini,standard,shared-state,low,Process-wide PG(input_encoding) fallback used by mbstring/iconv input conversion for every request.,no,main/main.c:838
md5_file,function,standard,blocking,low,Synchronous plain-file read on the process.,yes,fiber_async_io.md (plain files); ext/standard/md5.c
memory_reset_peak_usage,function,standard,shared-state,low,"Resets the process-wide peak counter under other requests' feet, corrupting their peak statistics.",no,reasoning (one zend_mm heap per process)
output_encoding,ini,standard,shared-state,low,Process-wide PG(output_encoding) fallback used by mbstring/iconv output conversion for every request.,no,main/main.c:839
parse_ini_file,function,standard,blocking,low,Synchronous plain-file read and parse on the process.,yes,fiber_async_io.md (plain files)
readfile,function,standard,blocking,low,Synchronous plain-file read pushed to output blocks the process for large files.,yes,fiber_async_io.md (plain files)
report_memleaks,ini,standard,shared-state,low,Process-wide PG(report_memleaks); leak reporting happens once per process anyway.,no,main/main.c:819
scandir / opendir / readdir / glob,function,standard,blocking,low,"Directory enumeration is synchronous getdents on the process; big directories (session dirs, cache dirs) stall all requests.",yes,fiber_async_io.md (plain files); ext/standard/dir.c
sendmail_from,ini,standard,shared-state,low,Process-wide PG value (Windows mail() only).,no,main/main.c:874
sha1_file,function,standard,blocking,low,Synchronous plain-file read on the process.,yes,fiber_async_io.md (plain files); ext/standard/sha1.c
shuffle,function,standard,shared-state,low,Draws from the process-wide global random engine seeded by any request's mt_srand().,no,ext/standard/array.c:3180
sleep,function,standard,blocking,low,Intercepted (handler swapped to a scheduler timer) so it yields; still blocks the process when called inside a nested user Fiber where the scheduler cannot be reached.,yes,spike-sleep-yield-report.md; sapi/fpmng/fpm/fpm_pool_fiber_sleep.c:217-224; NOTES.md 3x
SMTP,ini,standard,shared-state,low,Process-wide PG value (Windows mail() only); harmless on POSIX but still a shared global written by ini_set.,no,main/main.c:862
smtp_port,ini,standard,shared-state,low,Process-wide PG value (Windows mail() only).,no,main/main.c:863
stat / filemtime / file_exists / is_file (stat family),function,standard,blocking,low,"Synchronous stat(2) on the process; slow only on network filesystems, but also shares the process-wide single-entry stat cache.",yes,fiber_async_io.md (plain files); ext/standard/filestat.c:791-829
str_shuffle,function,standard,shared-state,low,Draws from the process-wide global random engine seeded by any request's mt_srand().,no,ext/standard/string.c:6023
stream_select,function,standard,blocking,low,Patched to suspend on the scheduler instead of select(); still blocks for plain-file or pipe descriptors that libevent cannot poll.,yes,fiber_async_io.md (stream_select); patches/0008-fiber-stream-select.patch
stream_socket_accept,function,standard,blocking,low,Blocking accept() on a server socket created inside a request stalls the process until a peer connects (rare in web code; TLS listeners from a fiber are refused).,yes,fiber_errors.md (server-side ssl:// from fiber refused); main/streams/xp_socket.c
stream_wrapper_restore,function,standard,shared-state,low,Restores a wrapper in the process-wide FG(stream_wrappers) that another request had unregistered on purpose.,no,main/streams/streams.c:1853
syslog.filter,ini,standard,shared-state,low,Process-wide PG(syslog_filter) controls how every request's messages are filtered before syslog().,no,main/main.c:896
tempnam,function,standard,blocking,low,Creates a file with a blocking open/mkstemp on the process.,yes,fiber_async_io.md (plain files); ext/standard/file.c:685
time_nanosleep,function,standard,blocking,low,Intercepted like sleep(); blocks only from a nested user Fiber.,yes,spike-sleep-yield-report.md; sapi/fpmng/fpm/fpm_pool_fiber_sleep.c:217-224
tmpfile,function,standard,blocking,low,Blocking temporary file creation; the returned stream is a plain (blocking) stream.,yes,fiber_async_io.md (plain files); ext/standard/file.c:714
url_rewriter.hosts,ini,standard,shared-state,low,on_modify rewrites the process-wide BG(url_adapt_*_hosts_ht) used by output rewriting for every request.,no,ext/standard/url_scanner_ex.re; ext/standard/basic_functions.h (url_adapt_output_hosts_ht)
url_rewriter.tags,ini,standard,shared-state,low,on_modify rewrites the process-wide BG(url_adapt_*) tag tables used by output rewriting for every request.,no,ext/standard/url_scanner_ex.re (BG(url_adapt_output_ex)); ext/standard/basic_functions.h
user_agent,ini,standard,shared-state,low,"OnUpdateStr writes FG(user_agent) process-wide, so http:// wrapper requests of other requests send this User-Agent.",no,ext/standard/file.c:146; ext/standard/http_fopen_wrapper.c:831
usleep,function,standard,blocking,low,Intercepted like sleep(); blocks only from a nested user Fiber.,yes,spike-sleep-yield-report.md; sapi/fpmng/fpm/fpm_pool_fiber_sleep.c:217-224
var_dump,function,standard,shared-state,low,Float formatting follows the process-wide PG(precision)/PG(serialize_precision) set by ini_set in any request.,yes,frameworks.md lines 376-381; ext/standard/var.c:142
var_export,function,standard,shared-state,low,Float formatting follows the process-wide PG(serialize_precision).,no,ext/standard/var.c:349
xmlrpc_error_number,ini,standard,shared-state,low,Process-wide PG(xmlrpc_error_number) used when xmlrpc_errors formats another request's error.,no,main/main.c:812
XMLReader::open,method,xmlreader,blocking,low,Streaming reads of a local file are synchronous on the process.,yes,fiber_async_io.md (plain files); ext/xmlreader/php_xmlreader.c
XMLWriter::openUri,method,xmlwriter,blocking,low,Writes to a local file synchronously on the process.,yes,fiber_async_io.md (plain files); ext/xmlwriter/php_xmlwriter.c
class_exists,function,Zend,shared-state,low,"Returns true for classes another request's script declared in the process-wide EG(class_table), so 'if (!class_exists(...))' feature-detection takes a different branch than in classic FPM.",no,reasoning (process-wide EG(class_table))
defined,function,Zend,shared-state,low,"Returns true for constants another in-flight request define()d in the process-wide EG(zend_constants), so guards like 'if (!defined(X)) define(X, ...)' skip their own definition.",no,reasoning (see define())
error_reporting,function,Zend,shared-state,low,"EG(error_reporting) is captured/restored per fiber switch and re-based at fiber start, so leakage is confined to the scheduler's main context; only the ini VALUE is shared and that is isolated per request.",no,Zend/zend_fibers.c:129-148; sapi/fpmng/fpm/fpm_pool_coop.c (EG(error_reporting) = fpm_coop_base_error_reporting)
fatal_error_backtraces,ini,Zend,shared-state,low,Process-wide EG(fatal_error_backtrace_on) applies to every request's fatal errors.,no,Zend/zend.c:267
fiber.stack_size,ini,Zend,shared-state,low,Process-wide EG(fiber_stack_size) applies to user Fibers created by any request after the change.,no,Zend/zend.c:278
gc_collect_cycles,function,Zend,shared-state,low,"Runs the collector over the process-wide root buffer, pausing every in-flight request for a collection that mostly belongs to other requests.",no,Zend/zend_builtin_functions.c:168
gc_mem_caches,function,Zend,shared-state,low,"Frees the allocator's cached chunks for the whole process, so one request's call changes allocation latency for all others.",no,Zend/zend_builtin_functions.c:158
max_execution_time,ini,Zend,lifecycle,low,"There is one setitimer-driven Zend timeout per process, so the pool refuses fiber executors with a non-zero value; a runtime ini_set still arms the shared timer.",yes,fiber_errors.md (max_execution_time refusal); Zend/zend_execute_API.c:1627
new class {} (anonymous classes in recompiled scripts),class,Zend,lifecycle,low,"Every recompilation of an entry script adds a fresh class@anonymous entry to the process-wide EG(class_table) that is only destroyed at process shutdown (shutdown_executor runs once), so the table grows per request.",no,Zend/zend_vm_def.h:8057 (ZEND_DECLARE_ANON_CLASS looks up rtd_key in EG(class_table)); reasoning
zend.detect_unicode,ini,Zend,shared-state,low,Process-wide CG(detect_unicode) affects compilation of files by other requests.,no,Zend/zend.c:272
zend.exception_string_param_max_len,ini,Zend,shared-state,low,Process-wide EG(exception_string_param_max_len) changes trace formatting for every request.,no,Zend/zend.c:277
zend.script_encoding,ini,Zend,shared-state,low,OnUpdateScriptEncoding sets the compiler's process-wide script encoding used while compiling other requests' files.,no,Zend/zend.c:271
ZipArchive::open,method,zip,blocking,low,Synchronous plain-file read of the central directory.,yes,fiber_async_io.md (plain files); ext/zip/php_zip.c
gzopen / gzread / gzfile / readgzfile,function,zlib,blocking,low,Compressed plain-file I/O is synchronous on the process.,yes,fiber_async_io.md (plain files); ext/zlib/zlib.c
zlib.output_compression_level,ini,zlib,shared-state,low,Process-wide ZLIBG(output_compression_level) applies to every request's compressed output.,no,"ext/zlib/zlib.c:169,183"
zlib.output_handler,ini,zlib,shared-state,low,Process-wide ZLIBG(output_handler) name is used when other requests start output compression.,no,ext/zlib/zlib.c:1320
